Event ID,Event Name,Event Date,Venue,Ticket Limit,Ticket Limit Info,Segment,Genre,Standard Price Min,Standard Price Max,Product Name,Product Type,City,State,Box Office Information,Open hours,will Call Details,Parking Info,Longitude,Latitude,Average Price,Box Office Phone
G5vbZ9cL_HJCg,Pittsburgh Penguins vs. Seattle Kraken,2024-01-15,PPG Paints Arena,8,"Mobile Ticketing Alert: In an effort to ensure a ticketing experience that is more convenient, safe and secure for all Penguins fans, guests must present a mobile ticket on a smartphone for game entry. Screenshots and print outs will not be accepted. Bags are not permitted in PPG Paints Arena. Exceptions, after inspection, will be made for medical bags, diaper bags, and wristlets or wallets no larger than 4 x 6 x 1.5. PPG Paints Arena is a cashless venue. Credit and debit cards as well as Apple/Google Pay are accepted. Reverse ATMs are available to convert cash to a pre-paid Visa card. To make the most of your game day experience, be sure to download the Penguins app for online ticket management, mobile concession ordering, game previews and more!",Sports,Hockey,47.0,266.0,PARKWHIZ PPG PAINTS ARENA,Upsell,PPG Paints Arena,Pennsylvania,412-642-1800,"The Box Office will only be open on event days. Monday - Friday at 10am & Saturday - Sunday at 12pm. On an event day, the Box Office hours vary. Hours are subject to change as a result of event times, holidays or inclement weather. Please call 412-642-1800 for more information.",Not Available,Parking is available in the PPG Paints Arena lots as well as the PPG Paints Arena Garage for non-hockey events. Event parking rates vary. Check your event information page or email info@ppgpaintsarena.com for specific parking rates. Charter and school busses park for free on the street (follow directions of event staff).,-79.9908551,40.4388401,156.5,412-642-1800
G5eYZ9sejaZVH,Los Angeles Lakers vs Washington Wizards,2024-02-29,Crypto.com Arena,4,Not Available,Sports,Basketball,59.0,5100.0,Lakers Parking,Parking,Crypto.com Arena,California,213-742-7340,"Box office is located on North side of building at 11th and South Figueroa. Box office hours are 10am to 6pm, Monday through Saturday. It is open extended hours on event day. Phone: 213-742-7340 SUMMER HOURS Closed Saturdays and Sundays unless there is an event, the box office will open at 9am on Saturdays or 10am on Sundays only if there is an event. The box office will have extended hours on all event days.","Crypto.com Arena does not accept Will Call drop off. Alternate Will Call Procedure (Alternate Pick Up) If a person (other than the person ordering and paying for the tickets) is picking up a Will Call order, the Alternate Pick-Up's name MUST be on the account. To add the name of an alternate pick-up to the account, the original purchaser must contact Ticketmaster Customer Service at 1-800-745-3000, verify their account information and request the addition an alternate pick-up.","Parking for Guests with Disabilities: Designated parking is available in LOT W and LOT 7 for guests with disabilities at Crypto.com Arena, including van accessible spaces. These spaces are designated for vehicles displaying a current State-issued disability placard or license plate, and can be accessed 2 and a half hour prior to show time, general parking fees apply. Parking Passes for Guests with Disabilities can be purchased 10 days prior to the day of the event through Crypto.com Arena Parking Department. Please call 213-765-6815 for further information. Limousines: Limousines may drop guests off on 11th Street (Figueroa between Chick Hearn Court and 12th Street). Parking for Limousines is in Lot # 7 and the parking rate is $50.00.(Rate may increase depending on the Size of the Limousine). Limousines will not have access to the 11th street drop-off and may not drop off or pick up on Chick Hearn Court. Clients will need to walk across Figueroa St into Lot # 7 to their limousines. Crypto.com Arena Parking Office: 213-765-6815",-118.267253,34.043003,2579.5,213-742-7340
Z7r9jZ1AdJ91a,LA Clippers vs. Golden State Warriors,2023-12-14,Crypto.com Arena,50,Not Available,Sports,Basketball,0.0,0.0,Not Available,Not Available,Crypto.com Arena,California,Not Available,Not Available,Not Available,Not Available,-118.2649,34.053101,0.0,Not Available
vvG1jZ9tp8BxZs,Hamilton (Chicago),2023-12-27,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,69.0,229.0,Advance Parking,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,149.0,312977-1700
vvG17Z9cLRAE2j,Boston Bruins vs. Florida Panthers,2024-04-06,TD Garden,8,Not Available,Sports,Hockey,225.0,1565.5,TD Garden Event Parking North Station Garage - Bruins vs. Panthers,Parking,TD Garden,Massachusetts,General Info Number:(617) 624-1000 Group Sales (only!): (617) 624-1805/1806 Bruins (617) 624-BEAR (Groups = 25+) Celtics (617) 523-3030 (Groups = 20+) Please do not contact Group Sales regarding sold out games!,"TD Garden - Boston | Tickets, Schedule, Seating Chart, Directions (ticketmaster.com) The box office will open 2 hours prior to an event and remain open until one hour after the event begins. Please note the TD Garden Box Office does not sell tickets at the public on sale. All tickets should be purchased via www.ticketmaster.com *Hours subject to change",Pick up tickets starting 2 hours prior to event time. Customer must present the actual credit card used to place order and a photo I.D.,Park under The TD Garden in the new garage or in one of the several lots around the building.,-71.060724,42.365841,895.25,617624-1000
vvG1HZ9lTd10nh,Seattle Kraken vs. Chicago Blackhawks,2024-01-24,Climate Pledge Arena,4,Not Available,Sports,Hockey,40.0,560.0,Not Available,Not Available,Climate Pledge Arena,Washington,Not Available,"The Box Office is open 3 hours prior to the start of an event, located at the southwest corner of the Climate Pledge Arena Grounds at 1st & Thomas. It is open 2 hours prior to an event on Day Of Show for will call and sales for that day's performance only. We are a paperless venue and tickets will be sent via text.",WILL CALL LOCATION: SW Corner of Climate Pledge Arena on 1st & Thomas. WILL CALL OPENS: 2 hours prior to event time. DOORS OPEN: 1 hour prior to event time (Varies by Event).,"Off-site pay lots and street parking (early arrival is recommended). On-site parking garages include Arena garage, 1st Ave garage, & 5th Ave garage. https://climatepledgearena.com/transportation/",-122.35401604,47.6221261,300.0,Not Available
vvG1fZ9mL3UK1a,Disney On Ice presents Into the Magic,2023-12-09,Covelli Centre,4,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! Note Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,20.0,80.0,Frozen Fun With Anna & Elsa: 6:00pm,VIP,Covelli Centre,Ohio,The box office phone number is 330-746-5600.,The box office hours are 10:00am to 5:00pm Monday through Friday.,The box office is located at 229 East Front Street and the main entrance to the centre.,"Parking for guests attending all events at the Covelli Centre is available at the USA Federal Garages located at the corner of Federal Plaza East and Champion Street, one block north of the Covelli Centre. Each garage has a limited number of designated spaces to accommodate vehicles with the appropriate international handicap access symbol. These spaces are available on a first come, first served basis. Limited space (with 9'6"" clearance) is available for vans in these garages.Other parking options include a variety of surface lots located within a five to ten minute walk of the Centre. Be advised that they do charge for parking and are in no way connected with or responsible to the Covelli Centre. Park there at your own risk.",-80.649337,41.095669,50.0,330-746-5600
G5viZ9YR51PVj,Memphis Grizzlies vs. Los Angeles Lakers,2024-04-12,FedExForum,4,Not Available,Sports,Basketball,95.0,745.0,NBA Parking Event,Parking,FedExForum,Tennessee,901-205-2640 901-888-HOOP (4667) - Memphis Grizzlies,Monday - Friday 10:00am - 5:30pm,Will call is located at the main FedExForum Box Office and is open the day of the event during regular business hours.,Parking is available onsite or at the other garages and lots in the surrounding area.,-90.0514933,35.1394709,420.0,901-205-2640
vvG17Z9cLmWEC3,Boston Bruins vs. Vancouver Canucks,2024-02-08,TD Garden,8,Not Available,Sports,Hockey,125.0,1565.5,TD Garden Event Parking North Station Garage - Bruins vs. Canucks,Parking,TD Garden,Massachusetts,General Info Number:(617) 624-1000 Group Sales (only!): (617) 624-1805/1806 Bruins (617) 624-BEAR (Groups = 25+) Celtics (617) 523-3030 (Groups = 20+) Please do not contact Group Sales regarding sold out games!,"TD Garden - Boston | Tickets, Schedule, Seating Chart, Directions (ticketmaster.com) The box office will open 2 hours prior to an event and remain open until one hour after the event begins. Please note the TD Garden Box Office does not sell tickets at the public on sale. All tickets should be purchased via www.ticketmaster.com *Hours subject to change",Pick up tickets starting 2 hours prior to event time. Customer must present the actual credit card used to place order and a photo I.D.,Park under The TD Garden in the new garage or in one of the several lots around the building.,-71.060724,42.365841,845.25,617624-1000
G5dZZ9cR6BwlI,Philadelphia Flyers vs. Pittsburgh Penguins,2024-01-08,Wells Fargo Center,4,Not Available,Sports,Hockey,25.0,285.08,Parking: Philadelphia Flyers v Penguins,Parking,Wells Fargo Center,Pennsylvania,Not Available,Not Available,Not Available,Not Available,-75.1736273,39.904551,155.04,Not Available
vvG1bZ9ciPJbbs,Minnesota Wild vs. Anaheim Ducks,2024-01-27,Xcel Energy Center,4,Not Available,Sports,Hockey,69.0,564.0,PARKWHIZ XCEL ENERGY CENTER,Upsell,Xcel Energy Center,Minnesota,Box office phone: (651) 726-8240 Minnesota Wild group sales: (651) 222-WILD Group sales for other events: 651-312-3486 Box office fax: (651) 726-8246 Internet web site: www.xcelenergycenter.com Internet e-mail: info@xcelenergycenter.com,"Regular Box Office Hours (September - April) Monday - Saturday: 10:00 AM - 6:00 PM Sunday: Closed, except for events (opens 4 hours prior to the event start time) and on sales (open for on sale time only) Summer Box Office Hours (May - August) Monday - Friday: 10:00 AM - 6:00 PM Saturday & Sunday: Closed, except for events (opens 4 hours prior to the event start time) and on sales (open for on sale time only) Based on the Xcel Energy Center event schedule, closing times may be extended. The box office may be closed on holidays.","Will Call windows open 90 minutes prior to the event and will remain open through the second period for Minnesota Wild games. Will Call is located in the main lobby of Gate 1 at Xcel Energy Center. Tickets are released only to the person whose name appears on the Ticketmaster account or will call envelope. No one will be given tickets designated for another person. Proper photo identification is required, and purchasing credit card, if applicable. A signature from the person authorized to pick up the tickets will be obtained at the time of pick up.",Xcel Energy Center is serviced by two parking ramps (RiverCentre and Kellogg) directly connected to the complex. For most Xcel Energy Center events pre-paid parking is available in the RiverCentre ramp. Please visit the event page of the specific event you are attending to purchase pre-paid parking. - The Saint Paul RiverCentre ramp is situated across from Saint Paul RiverCentre/Xcel Energy Center with the entrance located on the south side of Kellogg Boulevard. - The Kellogg ramp is below Saint Paul RiverCentre with the entrance located on the north side of Kellogg Boulevard. There are numerous other places to park in downtown St. Paul in both covered parking ramps and open lots. Detailed information is available at http://www.xcelenergycenter.com/plan-your-visit/parking.,-93.10121819,44.94489438,316.5,651726-8240
vvG1GZ9t9sp4CE,Hamilton (NY),2023-11-30,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,109.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,179.0,212221-1211
G5eYZ9sej1Ogv,Los Angeles Lakers vs Oklahoma City Thunder,2024-03-04,Crypto.com Arena,4,Not Available,Sports,Basketball,46.0,5000.0,Lakers Parking,Parking,Crypto.com Arena,California,213-742-7340,"Box office is located on North side of building at 11th and South Figueroa. Box office hours are 10am to 6pm, Monday through Saturday. It is open extended hours on event day. Phone: 213-742-7340 SUMMER HOURS Closed Saturdays and Sundays unless there is an event, the box office will open at 9am on Saturdays or 10am on Sundays only if there is an event. The box office will have extended hours on all event days.","Crypto.com Arena does not accept Will Call drop off. Alternate Will Call Procedure (Alternate Pick Up) If a person (other than the person ordering and paying for the tickets) is picking up a Will Call order, the Alternate Pick-Up's name MUST be on the account. To add the name of an alternate pick-up to the account, the original purchaser must contact Ticketmaster Customer Service at 1-800-745-3000, verify their account information and request the addition an alternate pick-up.","Parking for Guests with Disabilities: Designated parking is available in LOT W and LOT 7 for guests with disabilities at Crypto.com Arena, including van accessible spaces. These spaces are designated for vehicles displaying a current State-issued disability placard or license plate, and can be accessed 2 and a half hour prior to show time, general parking fees apply. Parking Passes for Guests with Disabilities can be purchased 10 days prior to the day of the event through Crypto.com Arena Parking Department. Please call 213-765-6815 for further information. Limousines: Limousines may drop guests off on 11th Street (Figueroa between Chick Hearn Court and 12th Street). Parking for Limousines is in Lot # 7 and the parking rate is $50.00.(Rate may increase depending on the Size of the Limousine). Limousines will not have access to the 11th street drop-off and may not drop off or pick up on Chick Hearn Court. Clients will need to walk across Figueroa St into Lot # 7 to their limousines. Crypto.com Arena Parking Office: 213-765-6815",-118.267253,34.043003,2523.0,213-742-7340
G5eYZ9sejGYgC,Los Angeles Lakers vs Minnesota Timberwolves,2024-03-10,Crypto.com Arena,4,Not Available,Sports,Basketball,72.0,5200.0,Lakers Parking,Parking,Crypto.com Arena,California,213-742-7340,"Box office is located on North side of building at 11th and South Figueroa. Box office hours are 10am to 6pm, Monday through Saturday. It is open extended hours on event day. Phone: 213-742-7340 SUMMER HOURS Closed Saturdays and Sundays unless there is an event, the box office will open at 9am on Saturdays or 10am on Sundays only if there is an event. The box office will have extended hours on all event days.","Crypto.com Arena does not accept Will Call drop off. Alternate Will Call Procedure (Alternate Pick Up) If a person (other than the person ordering and paying for the tickets) is picking up a Will Call order, the Alternate Pick-Up's name MUST be on the account. To add the name of an alternate pick-up to the account, the original purchaser must contact Ticketmaster Customer Service at 1-800-745-3000, verify their account information and request the addition an alternate pick-up.","Parking for Guests with Disabilities: Designated parking is available in LOT W and LOT 7 for guests with disabilities at Crypto.com Arena, including van accessible spaces. These spaces are designated for vehicles displaying a current State-issued disability placard or license plate, and can be accessed 2 and a half hour prior to show time, general parking fees apply. Parking Passes for Guests with Disabilities can be purchased 10 days prior to the day of the event through Crypto.com Arena Parking Department. Please call 213-765-6815 for further information. Limousines: Limousines may drop guests off on 11th Street (Figueroa between Chick Hearn Court and 12th Street). Parking for Limousines is in Lot # 7 and the parking rate is $50.00.(Rate may increase depending on the Size of the Limousine). Limousines will not have access to the 11th street drop-off and may not drop off or pick up on Chick Hearn Court. Clients will need to walk across Figueroa St into Lot # 7 to their limousines. Crypto.com Arena Parking Office: 213-765-6815",-118.267253,34.043003,2636.0,213-742-7340
G5vVZ9mQUGSIM,Disney On Ice presents Find Your Hero,2023-12-21,Total Mortgage Arena,4,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,15.0,90.0,PARKWHIZ TOTAL MORTGAGE ARENA,Upsell,Total Mortgage Arena,Connecticut,"Box Office Info: 203-345-2400, Main Office (+ Other Departments): 203-345-2300, Bridgeport Islanders Ticket Sales: 203-579-5231","Non-Event Day Hours: Wednesdays 10am to 4pm Event Day Hours: The box office will open starting at 2:00pm. For events that start at or prior to 3pm, the box office will open two hours prior to general public doors. The box office will stay open until one hour into the event based on the event's needs. All times are subject to change. The Box Office is located outside of the venue to the right of the main entrance doors on the corner of Main St. & South Frontage Rd.",Mobile ticket delivery is the primary delivery method of tickets at the Total Mortgage Arena. Tickets left for an individual can be picked-up on the day of the show. Customer must present a photo I.D. & an order confirmation number if provided. NOTE: The Box Office will not release tickets to anyone other than the name given at the time the order was placed. The box office does not take in any tickets from patrons to be left at will call.,Parking is located in both the Transit Garage at Harbor Yard on South Frontage Road & in the surfaces between Lafayette St & Broad St. Event parking fees apply in both areas.,-73.1879718,41.1732362,52.5,203-345-2400
vvG1GZ9t9dvNay,Hamilton (NY),2023-12-05,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,99.0,229.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,164.0,212221-1211
vvG18Z9cw9ioCx,Chicago Blackhawks vs. Ottawa Senators,2024-02-17,United Center,4,Not Available,Sports,Hockey,36.0,1139.0,United Center Parking,Parking,United Center,Illinois,(312) 455-4500 (312) 455-4519 (TTY),"Monday-Friday, 11:00 a.m. until 6:00 p.m. Saturday, closed if no performance Sunday, closed if no performance *Hours subject to change depending on event schedules.","Tickets held at Will Call can be picked up beginning 90 minutes prior to the start of the actual event. E-TICKET /PRINT AT HOME & MOBILE TICKETING If you chose Print-at-Home as your delivery method, your tickets will be sent to the email address used at the time of purchase in the form of a .pdf and must be printed on paper in advance for entry. Print at Home tickets cannot scanned at the venue from a mobile device. Choosing mobile entry allows the convenience of using your smartphone as your game ticket. You no longer need to bring your physical tickets to the game. This includes season tickets and single game tickets purchased online or forwarded by email through authorized outlets including Chicagoblackhawks.com, Chicagobulls.com, ClickTix, Ticketmaster.com or other United Center approved outlets. Mobile entry requires a valid QR code.","The United Center has 6,000 spaces in 11 parking lots surrounding the arena. Parking costs are as follows: Cars $27/$29 (Lots C &K). Buses and Limousines $32 during the week, $30 on weekends. All prices subject to change.",-87.67427375,41.88124412,587.5,312455-4500
G5vfZ9skiP3jm,Washington Wizards vs. Indiana Pacers,2023-12-15,Capital One Arena,10,Not Available,Sports,Basketball,23.0,888.0,PARKWHIZ CAPITAL ONE ARENA,Upsell,Capital One Arena,District of Columbia,General Information... 202-628-3200 Accessible Seating Only.. 202-661-5065,Box office is open on non-event days from 12pm-4pm (Monday-Friday); closed on non-event Saturdays and Sundays Box office is open on non-event days from 12pm-4pm (Monday-Friday); closed on non-event Saturdays and Sundays *Hours subject to change,"Will Call tickets can be picked up anytime the Box Office is open, thru event start time. Customers must present the actual credit card used to place the order and a valid photo ID.","-Street and Paylot parking are available. -Capital One Arena Parking Garage is located at 6th & G Streets NW, and is open to the public 7AM to 12Midnight 7 days a week. The 2 story underground garage has 475 pkg spaces & elevator access to Capital One Arena. Capital One Arena parking facility offers event, daily, & monthly parking(upon availability) 202-628-3200 ext7992",-77.020029,38.897412,455.5,202-628-3200
vvG1OZ9lDYufDf,Disney On Ice presents Find Your Hero,2023-12-15,Huntington Center,4,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,20.0,80.0,Disney On Ice Blaster,Upsell,Huntington Center,Ohio,(419) 321-5007,Box office hours are: Mon-Fri 10am-5:30 pm Sat and Sun Closed (open only if there is an event),Will Call tickets are available for pick up starting 2 hours prior to show time.,Two parking garages are attached to the Huntington Center; they are the SeaGate Convention Centre Garage and the Port Lawrence Garage. SeaGate Convention Centre Garage is accessible from Summit St near the Park Inn. Port Lawrence Garage is accessible from St. Clair at Jefferson. Additional parking is available in surrounding lots. Please visit: www.huntingtoncentertoledo.com/parking/parking.pdf for a printable parking map.,-83.537571,41.651038,50.0,419321-5007
Z7r9jZ1AdPZk8,Vegas Golden Knights vs. Detroit Red Wings,2024-03-09,T-Mobile Arena,50,Not Available,Sports,Hockey,0.0,0.0,Not Available,Not Available,T,Nevada,Not Available,Not Available,Not Available,Not Available,-115.145103,36.124401,0.0,Not Available
vvG1fZ9sMxLKVe,Disney On Ice presents Into the Magic,2024-02-02,Nationwide Arena,4,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beast's enchanted castle, experience Moana's courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Anna's devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,15.0,100.0,Disney On Ice presents Into the Magic - Official Souvenir Tag,Upsell,Nationwide Arena,Ohio,"Nationwide Arena: 800 645 2657 or 614 246 3350 for hockey, 614 246 2000 for events. Chiller Dublin: 614 764 1000; Chiller Easton: 614 475 7575 Chiller North: 740 549 0009 Group Sales Information: For more information on group reservations or premium seating opportunities, call 614 246 7224",Closed except on game or event days. Opens at 12 p.m. on game or event days.,"Will Call windows are located inside the Nationwide Arena Box Office at the southwest corner of Nationwide Blvd. and McConnell Blvd. Customer must present actual credit card, confirmation number and a photo ID.","There are more than 15,000 parking spaces available within a 10-minute walk of Nationwide Arena, including surface lots and parking garages. To purchase advanced parking, go to https://arenadistrict.parkmobile.io/.",-83.00636203,39.96939661,57.5,Not Available
vvG1jZ9tp8H3vC,Hamilton (Chicago),2023-12-29,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,69.0,229.0,Broadway In Chicago Suite Service,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,149.0,312977-1700
G5v0Z9mtTlYSt,Arizona Coyotes vs. Colorado Avalanche,2023-12-27,Mullett Arena ,4,"Please note the following for Arizona Coyotes games at Mullett Arena: - The NHL has a NO BAG POLICY. Only small clutches are allowed. Each guest may carry a small clutch/purse no larger than 4.5 inches x 6.5 inches. All bags are subject to search. Other things to consider are no bags, backpacks, large purses, oversized tote bags, colored plastic bags, solid drawstring bags, fanny packs, camera bags, binocular cases, mesh bags or reusable grocery bags are allowed. The arena does NOT have a check-in location for prohibited items. Medical bags and diaper bags are permitted and subject to a thorough search. - Mullett Arena is a CASHLESS Venue. Cash will not be accepted. - Sections 114, 115, 116, and 117 DO NOT have seat backs. - The advance price for parking is $30.00 and day of game parking is $40.00. - Tickets labeled with SRO are Standing Room Only tickets in an assigned section and do not have a physical seat.",Sports,Hockey,125.0,998.0,Not Available,Not Available,Mullett Arena,Arizona,Not Available,Not Available,Not Available,Not Available,-111.92926329,33.42535353,561.5,Not Available
vvG1GZ9t9137KW,Hamilton (NY),2023-12-22,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
G5dZZ9RRlBwH0,Philadelphia 76ers vs. Miami Heat,2024-02-14,Wells Fargo Center,2,Not Available,Sports,Basketball,37.0,1296.0,76ers V Heat - Parking Event,Parking,Wells Fargo Center,Pennsylvania,Not Available,Not Available,Not Available,Not Available,-75.1736273,39.904551,666.5,Not Available
G5dZZ9RRlgxHC,Philadelphia 76ers vs. Sacramento Kings,2024-01-12,Wells Fargo Center,2,Not Available,Sports,Basketball,51.0,2011.0,76ers V Kings - Parking Event,Parking,Wells Fargo Center,Pennsylvania,Not Available,Not Available,Not Available,Not Available,-75.1736273,39.904551,1031.0,Not Available
vvG17Z9cLmW6C8,Boston Bruins vs. Calgary Flames,2024-02-06,TD Garden,8,Not Available,Sports,Hockey,110.0,1565.5,TD Garden Event Parking North Station Garage - Bruins vs. Flames,Parking,TD Garden,Massachusetts,General Info Number:(617) 624-1000 Group Sales (only!): (617) 624-1805/1806 Bruins (617) 624-BEAR (Groups = 25+) Celtics (617) 523-3030 (Groups = 20+) Please do not contact Group Sales regarding sold out games!,"TD Garden - Boston | Tickets, Schedule, Seating Chart, Directions (ticketmaster.com) The box office will open 2 hours prior to an event and remain open until one hour after the event begins. Please note the TD Garden Box Office does not sell tickets at the public on sale. All tickets should be purchased via www.ticketmaster.com *Hours subject to change",Pick up tickets starting 2 hours prior to event time. Customer must present the actual credit card used to place order and a photo I.D.,Park under The TD Garden in the new garage or in one of the several lots around the building.,-71.060724,42.365841,837.75,617624-1000
G5vVZ9whG60sI,New York Yankees vs. Los Angeles Dodgers,2024-06-07,Yankee Stadium,19,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",Sports,Baseball,45.0,425.0,Not Available,Not Available,Yankee Stadium,New York,Not Available,Please check yankees.com for updated information including a Yankee Stadium Ticket Office schedule.,Not Available,"PREPAID PARKING The Yankees neither control nor operate the parking lots and garages surrounding the Stadium and are not responsible for setting parking lot rates, refund policies, rules and/or procedures. Quik Park was granted those rights, including responsibility for establishing and controlling parking rates, refund policies, rules and/or procedures, by New York City.",-73.9276264,40.8285237,235.0,Not Available
G5vfZ9sxm9dKZ,Disney On Ice presents Find Your Hero,2024-02-10,CFG Bank Arena,4,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,22.0,110.0,PARKWHIZ CFG BANK ARENA,Upsell,CFG Bank Arena,Maryland,TBD,TBD,TBD,There are paylots as well as street parking.,-76.6187,39.288494,66.0,Not Available
